t,t_sec,Tamb,PV1,PV2,PV3,SP,PV_prom
Thu Jan 16 17:06:08 2020,122.094,28.577,61.414,55.618,55.291,70.000,57.047
Thu Jan 16 17:06:09 2020,122.911,28.577,61.414,55.618,55.291,70.000,57.047
Thu Jan 16 17:06:10 2020,123.710,28.578,61.256,55.836,55.635,70.000,57.432
Thu Jan 16 17:06:10 2020,124.527,28.578,60.740,56.069,55.709,70.000,57.568
Thu Jan 16 17:06:11 2020,125.328,28.578,60.706,56.269,55.939,70.000,57.396
Thu Jan 16 17:06:12 2020,126.143,28.578,60.706,56.269,55.939,70.000,57.500
Thu Jan 16 17:06:13 2020,126.958,28.578,60.716,56.458,56.208,70.000,57.635
Thu Jan 16 17:06:14 2020,127.759,28.577,60.937,56.637,56.321,70.000,57.786
Thu Jan 16 17:06:14 2020,128.574,28.577,60.937,56.637,56.321,70.000,57.786
Thu Jan 16 17:06:15 2020,129.375,28.576,61.165,56.807,56.588,70.000,57.953
Thu Jan 16 17:06:16 2020,130.190,28.575,61.492,56.972,56.628,70.000,58.177
Thu Jan 16 17:06:17 2020,130.991,28.573,61.820,57.131,56.776,70.000,58.359
Thu Jan 16 17:06:18 2020,131.806,28.573,61.820,57.131,56.776,70.000,58.359
Thu Jan 16 17:06:18 2020,132.607,28.571,62.514,57.287,56.936,70.000,58.568
Thu Jan 16 17:06:19 2020,133.422,28.570,64.070,57.454,57.162,70.000,58.901
Thu Jan 16 17:06:20 2020,134.223,28.568,64.640,57.603,57.323,70.000,59.422
Thu Jan 16 17:06:21 2020,135.038,28.568,64.640,57.603,57.323,70.000,59.557
Thu Jan 16 17:06:22 2020,135.841,28.568,64.932,57.750,57.397,70.000,59.844
Thu Jan 16 17:06:23 2020,136.654,28.567,65.194,57.895,57.534,70.000,60.021
Thu Jan 16 17:06:23 2020,137.470,28.567,65.194,57.895,57.534,70.000,60.021
Thu Jan 16 17:06:24 2020,138.270,28.567,65.455,58.039,57.748,70.000,60.203
Thu Jan 16 17:06:25 2020,139.086,28.567,65.885,58.178,57.870,70.000,60.406
Thu Jan 16 17:06:26 2020,139.886,28.568,66.438,58.314,58.060,70.000,60.635
Thu Jan 16 17:06:27 2020,140.702,28.568,66.438,58.314,58.060,70.000,60.635
Thu Jan 16 17:06:27 2020,141.502,28.568,67.235,58.443,58.003,70.000,60.932
Thu Jan 16 17:06:28 2020,142.318,28.569,67.462,58.570,58.288,70.000,61.224
Thu Jan 16 17:06:29 2020,143.118,28.570,67.679,58.679,58.258,70.000,61.224
Thu Jan 16 17:06:30 2020,143.934,28.570,67.679,58.679,58.258,70.000,61.432
Thu Jan 16 17:06:31 2020,144.734,28.571,67.735,58.782,58.491,70.000,61.531
Thu Jan 16 17:06:31 2020,145.550,28.572,67.748,58.881,58.453,70.000,61.667
Thu Jan 16 17:06:32 2020,146.350,28.572,67.748,58.881,58.453,70.000,61.667
Thu Jan 16 17:06:33 2020,147.166,28.572,67.730,58.973,58.754,70.000,61.682
Thu Jan 16 17:06:34 2020,147.982,28.574,67.528,59.065,58.783,70.000,61.812
Thu Jan 16 17:06:35 2020,148.782,28.574,67.328,59.154,58.735,70.000,61.786
Thu Jan 16 17:06:35 2020,149.598,28.574,67.328,59.154,58.735,70.000,61.786
Thu Jan 16 17:06:36 2020,150.398,28.575,67.260,59.240,58.874,70.000,61.729
Thu Jan 16 17:06:37 2020,151.214,28.575,67.016,59.331,58.950,70.000,61.781
Thu Jan 16 17:06:38 2020,152.014,28.575,66.729,59.412,59.043,70.000,61.781
Thu Jan 16 17:06:39 2020,152.830,28.575,66.729,59.412,59.043,70.000,61.760
Thu Jan 16 17:06:40 2020,153.630,28.576,66.422,59.493,59.129,70.000,61.719
Thu Jan 16 17:06:40 2020,154.446,28.576,66.107,59.573,59.169,70.000,61.677
Thu Jan 16 17:06:41 2020,155.246,28.576,66.107,59.573,59.169,70.000,61.677
Thu Jan 16 17:06:42 2020,156.062,28.576,65.902,59.650,59.266,70.000,61.604
Thu Jan 16 17:06:43 2020,156.862,28.577,65.704,59.727,59.359,70.000,61.599
Thu Jan 16 17:06:44 2020,157.678,28.576,65.545,59.802,59.453,70.000,61.589
Thu Jan 16 17:06:44 2020,158.494,28.576,65.545,59.802,59.453,70.000,61.589
Thu Jan 16 17:06:45 2020,159.294,28.576,65.443,59.878,59.456,70.000,61.589
Thu Jan 16 17:06:46 2020,160.110,28.575,65.164,59.956,59.580,70.000,61.589
Thu Jan 16 17:06:47 2020,160.910,28.575,65.208,60.028,59.598,70.000,61.589
Thu Jan 16 17:06:48 2020,161.726,28.575,65.208,60.028,59.598,70.000,61.562
Thu Jan 16 17:06:48 2020,162.526,28.576,64.483,60.100,59.649,70.000,61.604
Thu Jan 16 17:06:49 2020,163.342,28.580,64.038,60.171,59.772,70.000,61.401
Thu Jan 16 17:06:50 2020,164.142,28.580,64.038,60.171,59.772,70.000,61.401
Thu Jan 16 17:06:51 2020,164.958,28.581,63.835,60.240,59.781,70.000,61.318
Thu Jan 16 17:06:52 2020,165.758,28.582,63.634,60.309,59.855,70.000,61.276
Thu Jan 16 17:06:52 2020,166.574,28.581,63.495,60.379,59.794,70.000,61.255
Thu Jan 16 17:06:53 2020,167.374,28.581,63.495,60.379,59.794,70.000,61.255
Thu Jan 16 17:06:54 2020,168.190,28.582,63.352,60.445,60.049,70.000,61.214
Thu Jan 16 17:06:55 2020,169.005,28.582,63.305,60.518,60.068,70.000,61.276
Thu Jan 16 17:06:56 2020,169.806,28.582,63.287,60.583,60.114,70.000,61.276
Thu Jan 16 17:06:57 2020,170.621,28.581,63.287,60.583,60.114,70.000,61.292
Thu Jan 16 17:06:57 2020,171.422,28.583,63.291,60.656,60.169,70.000,61.323
Thu Jan 16 17:06:58 2020,172.238,28.584,63.279,60.745,60.379,70.000,61.359
Thu Jan 16 17:06:59 2020,173.038,28.584,63.279,60.745,60.379,70.000,61.359
Thu Jan 16 17:07:00 2020,173.854,28.583,63.246,60.850,60.553,70.000,61.458
Thu Jan 16 17:07:01 2020,174.654,28.584,63.274,60.970,60.600,70.000,61.542
Thu Jan 16 17:07:01 2020,175.470,28.584,63.305,61.101,60.657,70.000,61.609
Thu Jan 16 17:07:02 2020,176.270,28.584,63.305,61.101,60.657,70.000,61.609
Thu Jan 16 17:07:03 2020,177.086,28.584,63.384,61.239,61.053,70.000,61.682
Thu Jan 16 17:07:04 2020,177.886,28.582,63.490,61.397,60.941,70.000,61.885
Thu Jan 16 17:07:05 2020,178.702,28.582,63.609,61.546,61.201,70.000,61.885
Thu Jan 16 17:07:05 2020,179.502,28.583,63.609,61.546,61.201,70.000,61.938
Thu Jan 16 17:07:06 2020,180.318,28.580,63.742,61.698,61.250,70.000,62.104
Thu Jan 16 17:07:07 2020,181.134,28.580,63.929,61.854,61.423,70.000,62.224
Thu Jan 16 17:07:08 2020,181.934,28.580,63.929,61.854,61.423,70.000,62.224
Thu Jan 16 17:07:09 2020,182.750,28.577,64.153,62.011,61.589,70.000,62.396
Thu Jan 16 17:07:09 2020,183.550,28.577,64.372,62.168,61.899,70.000,62.573
Thu Jan 16 17:07:10 2020,184.366,28.577,64.642,62.329,62.042,70.000,62.802
Thu Jan 16 17:07:11 2020,185.166,28.577,64.642,62.329,62.042,70.000,62.802
Thu Jan 16 17:07:12 2020,185.982,28.575,64.817,62.490,62.081,70.000,63.000
Thu Jan 16 17:07:13 2020,186.782,28.575,64.997,62.666,62.208,70.000,63.125
Thu Jan 16 17:07:13 2020,187.598,28.575,65.195,62.829,62.208,70.000,63.125
Thu Jan 16 17:07:14 2020,188.398,28.574,65.195,62.829,62.206,70.000,63.281
Thu Jan 16 17:07:15 2020,189.214,28.573,65.408,62.990,62.586,70.000,63.406
Thu Jan 16 17:07:16 2020,190.014,28.573,65.571,63.151,62.718,70.000,63.656
Thu Jan 16 17:07:17 2020,190.830,28.573,65.571,63.151,62.718,70.000,63.656
Thu Jan 16 17:07:18 2020,191.646,28.574,65.696,63.313,62.858,70.000,63.802
Thu Jan 16 17:07:18 2020,192.446,28.575,65.863,63.476,63.009,70.000,63.948
Thu Jan 16 17:07:19 2020,193.262,28.580,66.084,63.638,63.242,70.000,64.109
Thu Jan 16 17:07:20 2020,194.062,28.580,66.084,63.638,63.242,70.000,64.109
Thu Jan 16 17:07:21 2020,194.878,28.582,66.188,63.816,63.336,70.000,64.312
Thu Jan 16 17:07:22 2020,195.678,28.584,66.319,63.975,63.859,70.000,64.443
Thu Jan 16 17:07:22 2020,196.494,28.584,66.319,63.975,63.859,70.000,64.443
Thu Jan 16 17:07:23 2020,197.294,28.587,66.449,64.141,63.749,70.000,64.708
Thu Jan 16 17:07:24 2020,198.110,28.590,66.572,64.306,63.675,70.000,64.771
Thu Jan 16 17:07:25 2020,198.910,28.591,66.704,64.470,64.084,70.000,64.844
Thu Jan 16 17:07:26 2020,199.726,28.591,66.704,64.470,64.084,70.000,64.844
Thu Jan 16 17:07:26 2020,200.526,28.591,66.843,64.637,64.168,70.000,65.083
Thu Jan 16 17:07:27 2020,201.342,28.592,66.977,64.802,64.413,70.000,65.203
Thu Jan 16 17:07:28 2020,202.157,28.595,67.135,64.979,64.626,70.000,65.307
Thu Jan 16 17:07:29 2020,202.958,28.595,67.135,64.979,64.626,70.000,65.391
Thu Jan 16 17:07:30 2020,203.773,28.595,67.270,65.131,64.842,70.000,65.573
Thu Jan 16 17:07:30 2020,204.574,28.596,67.409,65.277,64.545,70.000,65.740
Thu Jan 16 17:07:31 2020,205.389,28.596,67.409,65.277,64.545,70.000,65.740
Thu Jan 16 17:07:32 2020,206.190,28.595,67.550,65.411,65.017,70.000,65.734
Thu Jan 16 17:07:33 2020,207.005,28.596,67.705,65.539,65.017,70.000,65.990
Thu Jan 16 17:07:34 2020,207.806,28.596,67.869,65.661,65.358,70.000,66.083
Thu Jan 16 17:07:35 2020,208.621,28.596,67.869,65.661,65.358,70.000,66.083
Thu Jan 16 17:07:35 2020,209.422,28.596,68.078,65.791,65.335,70.000,66.286
Thu Jan 16 17:07:36 2020,210.237,28.595,68.318,65.908,65.315,70.000,66.391
Thu Jan 16 17:07:37 2020,211.038,28.595,68.476,66.019,65.655,70.000,66.391
Thu Jan 16 17:07:38 2020,211.853,28.595,68.476,66.019,65.655,70.000,66.510
Thu Jan 16 17:07:39 2020,212.654,28.593,68.585,66.130,65.779,70.000,66.708
Thu Jan 16 17:07:39 2020,213.469,28.593,68.667,66.238,66.234,70.000,66.823
Thu Jan 16 17:07:40 2020,214.286,28.593,68.667,66.238,66.234,70.000,66.823
Thu Jan 16 17:07:41 2020,215.085,28.593,68.730,66.347,65.888,70.000,67.036
Thu Jan 16 17:07:42 2020,215.902,28.590,68.755,66.460,65.984,70.000,66.979
Thu Jan 16 17:07:43 2020,216.701,28.591,68.747,66.564,66.177,70.000,67.057
Thu Jan 16 17:07:43 2020,217.518,28.591,68.747,66.564,66.177,70.000,67.057
Thu Jan 16 17:07:44 2020,218.317,28.590,68.755,66.663,66.356,70.000,67.156
Thu Jan 16 17:07:45 2020,219.134,28.589,68.755,66.756,66.435,70.000,67.250
Thu Jan 16 17:07:46 2020,219.933,28.589,68.739,66.837,66.435,70.000,67.250
Thu Jan 16 17:07:47 2020,220.750,28.589,68.739,66.837,66.446,70.000,67.307
Thu Jan 16 17:07:47 2020,221.549,28.588,68.718,66.913,66.321,70.000,67.333
Thu Jan 16 17:07:48 2020,222.366,28.587,68.712,66.974,66.863,70.000,67.307
Thu Jan 16 17:07:49 2020,223.165,28.587,68.712,66.974,66.863,70.000,67.307
Thu Jan 16 17:07:50 2020,223.982,28.589,68.711,67.042,66.547,70.000,67.510
Thu Jan 16 17:07:51 2020,224.797,28.588,68.677,67.099,66.680,70.000,67.427
Thu Jan 16 17:07:51 2020,225.598,28.586,68.659,67.153,66.569,70.000,67.438
Thu Jan 16 17:07:52 2020,226.413,28.586,68.659,67.153,66.569,70.000,67.479
Thu Jan 16 17:07:53 2020,227.214,28.586,68.670,67.203,66.679,70.000,67.453
Thu Jan 16 17:07:54 2020,228.029,28.585,68.695,67.248,66.956,70.000,67.505
Thu Jan 16 17:07:55 2020,228.831,28.585,68.687,67.298,66.956,70.000,67.505
Thu Jan 16 17:07:56 2020,229.645,28.585,68.687,67.298,66.626,70.000,67.625
Thu Jan 16 17:07:56 2020,230.446,28.584,68.657,67.344,66.628,70.000,67.531
Thu Jan 16 17:07:57 2020,231.261,28.584,68.633,67.385,66.731,70.000,67.542
Thu Jan 16 17:07:58 2020,232.062,28.584,68.633,67.385,66.731,70.000,67.542
Thu Jan 16 17:07:59 2020,232.877,28.583,68.613,67.430,66.992,70.000,67.573
Thu Jan 16 17:08:00 2020,233.678,28.581,68.579,67.475,66.580,70.000,67.672
Thu Jan 16 17:08:00 2020,234.493,28.581,68.574,67.515,67.106,70.000,67.677
Thu Jan 16 17:08:01 2020,235.309,28.581,68.574,67.515,67.106,70.000,67.542
Thu Jan 16 17:08:02 2020,236.109,28.581,68.568,67.553,67.220,70.000,67.719
Thu Jan 16 17:08:03 2020,236.925,28.580,68.554,67.592,67.367,70.000,67.776
Thu Jan 16 17:08:04 2020,237.725,28.580,68.557,67.592,67.367,70.000,67.776
Thu Jan 16 17:08:04 2020,238.541,28.580,68.557,67.632,67.372,70.000,67.828
Thu Jan 16 17:08:05 2020,239.342,28.581,68.573,67.676,67.095,70.000,67.844
Thu Jan 16 17:08:06 2020,240.157,28.581,68.581,67.716,67.138,70.000,67.776
Thu Jan 16 17:08:07 2020,240.957,28.581,68.581,67.716,67.138,70.000,67.776
Thu Jan 16 17:08:08 2020,241.773,28.578,68.570,67.757,67.471,70.000,67.802
Thu Jan 16 17:08:08 2020,242.573,28.577,68.587,67.798,67.372,70.000,67.927
Thu Jan 16 17:08:09 2020,243.389,28.575,68.598,67.837,67.340,70.000,67.948
