t,t_sec,Tamb,PV1,PV2,PV3,SP,PV_prom
Wed Jan 15 10:44:46 2020,194.862,24.004,62.448,63.420,63.563,70.000,63.026
Wed Jan 15 10:44:47 2020,195.677,23.999,62.440,63.505,63.622,70.000,63.135
Wed Jan 15 10:44:48 2020,196.478,24.006,62.654,63.633,63.759,70.000,63.135
Wed Jan 15 10:44:49 2020,197.293,24.006,62.654,63.633,63.759,70.000,63.182
Wed Jan 15 10:44:49 2020,198.094,24.007,62.755,63.737,63.854,70.000,63.339
Wed Jan 15 10:44:50 2020,198.909,24.007,62.851,63.846,63.956,70.000,63.443
Wed Jan 15 10:44:51 2020,199.710,24.007,62.851,63.846,63.956,70.000,63.443
Wed Jan 15 10:44:52 2020,200.525,24.009,62.951,63.943,64.045,70.000,63.547
Wed Jan 15 10:44:53 2020,201.326,24.009,63.044,64.039,64.132,70.000,63.635
Wed Jan 15 10:44:54 2020,202.141,24.010,63.133,64.132,64.217,70.000,63.729
Wed Jan 15 10:44:54 2020,202.942,24.010,63.133,64.132,64.217,70.000,63.729
Wed Jan 15 10:44:55 2020,203.757,24.011,63.221,64.224,64.301,70.000,63.818
Wed Jan 15 10:44:56 2020,204.559,24.011,63.304,64.313,64.381,70.000,63.911
Wed Jan 15 10:44:57 2020,205.373,24.012,63.391,64.401,64.464,70.000,63.938
Wed Jan 15 10:44:58 2020,206.190,24.012,63.391,64.401,64.464,70.000,63.995
Wed Jan 15 10:44:58 2020,206.989,24.013,63.477,64.488,64.544,70.000,64.078
Wed Jan 15 10:44:59 2020,207.806,24.013,63.559,64.583,64.630,70.000,64.161
Wed Jan 15 10:45:00 2020,208.605,24.013,63.559,64.583,64.630,70.000,64.161
Wed Jan 15 10:45:01 2020,209.422,24.013,63.650,64.669,64.710,70.000,64.250
Wed Jan 15 10:45:02 2020,210.221,24.016,63.731,64.753,64.786,70.000,64.333
Wed Jan 15 10:45:02 2020,211.038,24.017,63.812,64.838,64.865,70.000,64.417
Wed Jan 15 10:45:03 2020,211.837,24.017,63.812,64.838,64.865,70.000,64.417
Wed Jan 15 10:45:04 2020,212.654,24.019,63.894,64.921,64.942,70.000,64.495
Wed Jan 15 10:45:05 2020,213.453,24.020,63.973,65.004,65.018,70.000,64.578
Wed Jan 15 10:45:06 2020,214.270,24.021,64.052,65.085,65.094,70.000,64.604
Wed Jan 15 10:45:06 2020,215.069,24.021,64.052,65.085,65.094,70.000,64.661
Wed Jan 15 10:45:07 2020,215.886,24.022,64.131,65.165,65.168,70.000,64.740
Wed Jan 15 10:45:08 2020,216.701,24.023,64.207,65.253,65.248,70.000,64.812
Wed Jan 15 10:45:09 2020,217.502,24.023,64.207,65.253,65.248,70.000,64.812
Wed Jan 15 10:45:10 2020,218.317,24.024,64.291,65.330,65.322,70.000,64.896
Wed Jan 15 10:45:11 2020,219.118,24.026,64.366,65.408,65.395,70.000,64.974
Wed Jan 15 10:45:11 2020,219.933,24.026,64.440,65.485,65.464,70.000,65.052
Wed Jan 15 10:45:12 2020,220.734,24.026,64.440,65.485,65.464,70.000,65.052
Wed Jan 15 10:45:13 2020,221.549,24.029,64.513,65.561,65.535,70.000,65.125
Wed Jan 15 10:45:14 2020,222.349,24.030,64.588,65.636,65.606,70.000,65.193
Wed Jan 15 10:45:15 2020,223.165,24.032,64.660,65.712,65.675,70.000,65.193
Wed Jan 15 10:45:15 2020,223.966,24.032,64.660,65.712,65.675,70.000,65.266
Wed Jan 15 10:45:16 2020,224.781,24.033,64.735,65.787,65.745,70.000,65.344
Wed Jan 15 10:45:17 2020,225.582,24.034,64.807,65.869,65.821,70.000,65.417
Wed Jan 15 10:45:18 2020,226.397,24.034,64.807,65.869,65.821,70.000,65.417
Wed Jan 15 10:45:19 2020,227.213,24.035,64.884,65.943,65.892,70.000,65.490
Wed Jan 15 10:45:19 2020,228.013,24.038,64.957,66.016,65.961,70.000,65.568
Wed Jan 15 10:45:20 2020,228.829,24.039,65.029,66.092,66.027,70.000,65.641
Wed Jan 15 10:45:21 2020,229.629,24.039,65.029,66.092,66.027,70.000,65.641
Wed Jan 15 10:45:22 2020,230.445,24.038,65.098,66.162,66.099,70.000,65.703
Wed Jan 15 10:45:23 2020,231.245,24.039,65.168,66.234,66.161,70.000,65.781
Wed Jan 15 10:45:23 2020,232.061,24.040,65.237,66.305,66.233,70.000,65.781
Wed Jan 15 10:45:24 2020,232.861,24.040,65.237,66.305,66.233,70.000,65.844
Wed Jan 15 10:45:25 2020,233.677,24.040,65.304,66.375,66.294,70.000,65.917
Wed Jan 15 10:45:26 2020,234.477,24.042,65.374,66.448,66.367,70.000,65.984
Wed Jan 15 10:45:27 2020,235.293,24.042,65.374,66.448,66.367,70.000,65.984
Wed Jan 15 10:45:27 2020,236.093,24.042,65.446,66.517,66.428,70.000,66.052
Wed Jan 15 10:45:28 2020,236.909,24.041,65.511,66.586,66.494,70.000,66.125
Wed Jan 15 10:45:29 2020,237.709,24.041,65.575,66.653,66.553,70.000,66.188
Wed Jan 15 10:45:30 2020,238.525,24.041,65.575,66.653,66.553,70.000,66.188
Wed Jan 15 10:45:31 2020,239.340,24.040,65.641,66.721,66.620,70.000,66.250
Wed Jan 15 10:45:32 2020,240.141,24.039,65.708,66.788,66.681,70.000,66.323
Wed Jan 15 10:45:32 2020,240.957,24.039,65.772,66.854,66.748,70.000,66.323
Wed Jan 15 10:45:33 2020,241.757,24.039,65.772,66.854,66.748,70.000,66.385
Wed Jan 15 10:45:34 2020,242.572,24.037,65.839,66.920,66.807,70.000,66.448
Wed Jan 15 10:45:35 2020,243.373,24.037,65.903,66.993,66.879,70.000,66.510
