t,t_sec,Tamb,PV1,PV2,PV3,SP,PV_prom
Thu Jan 30 18:16:26 2020,0.000,29.022,61.510,61.486,61.596,70.000,61.536
Thu Jan 30 18:16:27 2020,0.817,29.022,61.510,61.486,61.596,70.000,61.536
Thu Jan 30 18:16:28 2020,1.616,29.023,61.499,61.475,61.589,70.000,61.526
Thu Jan 30 18:16:29 2020,2.433,29.025,61.508,61.475,61.591,70.000,61.510
Thu Jan 30 18:16:30 2020,3.232,29.026,61.562,61.513,61.633,70.000,61.516
Thu Jan 30 18:16:30 2020,4.048,29.026,61.562,61.513,61.633,70.000,61.516
Thu Jan 30 18:16:31 2020,4.848,29.028,61.662,61.606,61.729,70.000,61.557
Thu Jan 30 18:16:32 2020,5.664,29.029,61.810,61.733,61.850,70.000,61.656
Thu Jan 30 18:16:33 2020,6.480,29.029,61.810,61.733,61.850,70.000,61.656
Thu Jan 30 18:16:34 2020,7.280,29.030,61.977,61.892,62.003,70.000,61.786
Thu Jan 30 18:16:34 2020,8.096,29.031,62.165,62.074,62.174,70.000,61.953
Thu Jan 30 18:16:35 2020,8.896,29.032,62.367,62.273,62.364,70.000,62.130
Thu Jan 30 18:16:36 2020,9.712,29.032,62.367,62.273,62.364,70.000,62.130
Thu Jan 30 18:16:37 2020,10.513,29.034,62.583,62.488,62.570,70.000,62.328
Thu Jan 30 18:16:38 2020,11.328,29.036,62.807,62.712,62.787,70.000,62.542
Thu Jan 30 18:16:38 2020,12.129,29.038,63.040,62.947,63.012,70.000,62.615
Thu Jan 30 18:16:39 2020,12.944,29.038,63.040,62.947,63.012,70.000,62.760
Thu Jan 30 18:16:40 2020,13.745,29.039,63.280,63.211,63.270,70.000,62.990
Thu Jan 30 18:16:41 2020,14.560,29.041,63.547,63.460,63.515,70.000,63.245
Thu Jan 30 18:16:42 2020,15.362,29.041,63.547,63.460,63.515,70.000,63.245
Thu Jan 30 18:16:42 2020,16.176,29.043,63.799,63.715,63.762,70.000,63.500
Thu Jan 30 18:16:43 2020,16.992,29.044,64.051,63.974,64.017,70.000,63.750
Thu Jan 30 18:16:44 2020,17.792,29.046,64.298,64.232,64.271,70.000,64.010
Thu Jan 30 18:16:45 2020,18.608,29.046,64.298,64.232,64.271,70.000,64.010
Thu Jan 30 18:16:46 2020,19.408,29.048,64.524,64.473,64.502,70.000,64.260
Thu Jan 30 18:16:47 2020,20.224,29.048,64.726,64.690,64.718,70.000,64.495
Thu Jan 30 18:16:47 2020,21.024,29.048,64.911,64.889,64.919,70.000,64.562
Thu Jan 30 18:16:48 2020,21.840,29.048,64.911,64.889,64.919,70.000,64.703
Thu Jan 30 18:16:49 2020,22.640,29.048,65.082,65.087,65.121,70.000,64.896
Thu Jan 30 18:16:50 2020,23.456,29.047,65.256,65.257,65.289,70.000,65.089
Thu Jan 30 18:16:51 2020,24.256,29.047,65.256,65.257,65.289,70.000,65.089
Thu Jan 30 18:16:51 2020,25.072,29.046,65.407,65.418,65.447,70.000,65.260
Thu Jan 30 18:16:52 2020,25.872,29.048,65.552,65.572,65.608,70.000,65.417
Thu Jan 30 18:16:53 2020,26.688,29.047,65.695,65.720,65.760,70.000,65.568
Thu Jan 30 18:16:54 2020,27.503,29.047,65.695,65.720,65.760,70.000,65.568
Thu Jan 30 18:16:55 2020,28.304,29.048,65.831,65.865,65.905,70.000,65.719
Thu Jan 30 18:16:55 2020,29.119,29.050,65.967,66.005,66.051,70.000,65.859
Thu Jan 30 18:16:56 2020,29.920,29.053,66.098,66.143,66.187,70.000,65.859
Thu Jan 30 18:16:57 2020,30.735,29.053,66.098,66.143,66.187,70.000,66.000
Thu Jan 30 18:16:58 2020,31.536,29.056,66.230,66.291,66.338,70.000,66.135
Thu Jan 30 18:16:59 2020,32.351,29.063,66.369,66.422,66.465,70.000,66.276
Thu Jan 30 18:16:59 2020,33.152,29.063,66.369,66.422,66.465,70.000,66.276
Thu Jan 30 18:17:00 2020,33.967,29.066,66.492,66.551,66.595,70.000,66.411
Thu Jan 30 18:17:01 2020,34.768,29.071,66.603,66.667,66.713,70.000,66.542
Thu Jan 30 18:17:02 2020,35.583,29.076,66.701,66.771,66.813,70.000,66.651
Thu Jan 30 18:17:03 2020,36.384,29.076,66.701,66.771,66.813,70.000,66.651
Thu Jan 30 18:17:03 2020,37.200,29.082,66.788,66.866,66.908,70.000,66.755
Thu Jan 30 18:17:04 2020,38.016,29.084,66.868,66.950,66.995,70.000,66.849
Thu Jan 30 18:17:05 2020,38.816,29.084,66.941,67.026,67.068,70.000,66.849
Thu Jan 30 18:17:06 2020,39.632,29.087,66.941,67.026,67.068,70.000,66.927
Thu Jan 30 18:17:07 2020,40.432,29.086,67.009,67.104,67.148,70.000,67.005
Thu Jan 30 18:17:08 2020,41.248,29.087,67.076,67.169,67.221,70.000,67.078
Thu Jan 30 18:17:08 2020,42.048,29.087,67.076,67.169,67.221,70.000,67.078
Thu Jan 30 18:17:09 2020,42.864,29.087,67.136,67.232,67.278,70.000,67.146
Thu Jan 30 18:17:10 2020,43.664,29.086,67.192,67.292,67.337,70.000,67.203
Thu Jan 30 18:17:11 2020,44.480,29.085,67.246,67.346,67.395,70.000,67.266
Thu Jan 30 18:17:12 2020,45.279,29.085,67.246,67.346,67.395,70.000,67.266
Thu Jan 30 18:17:12 2020,46.096,29.086,67.297,67.399,67.444,70.000,67.323
Thu Jan 30 18:17:13 2020,46.896,29.085,67.346,67.451,67.496,70.000,67.375
Thu Jan 30 18:17:14 2020,47.712,29.085,67.394,67.500,67.544,70.000,67.375
Thu Jan 30 18:17:15 2020,48.511,29.086,67.394,67.500,67.544,70.000,67.422
Thu Jan 30 18:17:16 2020,49.328,29.088,67.440,67.550,67.594,70.000,67.474
Thu Jan 30 18:17:16 2020,50.143,29.090,67.485,67.593,67.639,70.000,67.526
Thu Jan 30 18:17:17 2020,50.944,29.090,67.485,67.593,67.639,70.000,67.526
Thu Jan 30 18:17:18 2020,51.759,29.091,67.522,67.632,67.675,70.000,67.562
Thu Jan 30 18:17:19 2020,52.560,29.093,67.555,67.666,67.716,70.000,67.604
Thu Jan 30 18:17:20 2020,53.375,29.095,67.585,67.698,67.742,70.000,67.635
Thu Jan 30 18:17:20 2020,54.176,29.095,67.585,67.698,67.742,70.000,67.635
Thu Jan 30 18:17:21 2020,54.991,29.096,67.612,67.727,67.772,70.000,67.667
Thu Jan 30 18:17:22 2020,55.792,29.095,67.638,67.753,67.793,70.000,67.698
Thu Jan 30 18:17:23 2020,56.607,29.095,67.663,67.779,67.817,70.000,67.698
Thu Jan 30 18:17:24 2020,57.408,29.096,67.663,67.779,67.817,70.000,67.719
Thu Jan 30 18:17:25 2020,58.223,29.096,67.686,67.803,67.846,70.000,67.745
Thu Jan 30 18:17:25 2020,59.024,29.096,67.709,67.825,67.865,70.000,67.771
Thu Jan 30 18:17:26 2020,59.839,29.096,67.709,67.825,67.865,70.000,67.771
Thu Jan 30 18:17:27 2020,60.655,29.098,67.730,67.845,67.884,70.000,67.792
Thu Jan 30 18:17:28 2020,61.456,29.099,67.748,67.864,67.900,70.000,67.812
Thu Jan 30 18:17:29 2020,62.271,29.101,67.766,67.883,67.920,70.000,67.828
Thu Jan 30 18:17:29 2020,63.072,29.101,67.766,67.883,67.920,70.000,67.828
Thu Jan 30 18:17:30 2020,63.887,29.102,67.784,67.900,67.935,70.000,67.849
Thu Jan 30 18:17:31 2020,64.688,29.101,67.801,67.916,67.951,70.000,67.865
Thu Jan 30 18:17:32 2020,65.503,29.101,67.816,67.931,67.968,70.000,67.865
Thu Jan 30 18:17:33 2020,66.304,29.102,67.816,67.931,67.968,70.000,67.880
Thu Jan 30 18:17:33 2020,67.119,29.102,67.831,67.948,67.984,70.000,67.896
Thu Jan 30 18:17:34 2020,67.920,29.102,67.847,67.963,67.997,70.000,67.911
Thu Jan 30 18:17:35 2020,68.735,29.102,67.847,67.963,67.997,70.000,67.911
Thu Jan 30 18:17:36 2020,69.536,29.104,67.861,67.976,68.008,70.000,67.927
Thu Jan 30 18:17:37 2020,70.351,29.104,67.875,67.989,68.023,70.000,67.943
Thu Jan 30 18:17:37 2020,71.168,29.105,67.888,68.003,68.035,70.000,67.953
Thu Jan 30 18:17:38 2020,71.968,29.105,67.888,68.003,68.035,70.000,67.958
Thu Jan 30 18:17:39 2020,72.784,29.106,67.901,68.015,68.046,70.000,67.969
Thu Jan 30 18:17:40 2020,73.583,29.108,67.913,68.028,68.058,70.000,67.974
Thu Jan 30 18:17:41 2020,74.400,29.108,67.926,68.039,68.058,70.000,67.974
Thu Jan 30 18:17:41 2020,75.199,29.110,67.926,68.039,68.068,70.000,67.990
Thu Jan 30 18:17:42 2020,76.016,29.110,67.938,68.051,68.079,70.000,68.005
Thu Jan 30 18:17:43 2020,76.815,29.111,67.950,68.062,68.093,70.000,68.021
Thu Jan 30 18:17:44 2020,77.632,29.111,67.950,68.062,68.093,70.000,68.021
Thu Jan 30 18:17:45 2020,78.431,29.112,67.961,68.073,68.101,70.000,68.021
Thu Jan 30 18:17:46 2020,79.248,29.112,67.971,68.084,68.113,70.000,68.036
Thu Jan 30 18:17:46 2020,80.047,29.112,67.982,68.094,68.120,70.000,68.047
Thu Jan 30 18:17:47 2020,80.864,29.112,67.982,68.094,68.120,70.000,68.052
Thu Jan 30 18:17:48 2020,81.679,29.112,67.993,68.104,68.128,70.000,68.057
Thu Jan 30 18:17:49 2020,82.480,29.112,68.006,68.118,68.144,70.000,68.068
Thu Jan 30 18:17:50 2020,83.295,29.112,68.006,68.118,68.144,70.000,68.068
Thu Jan 30 18:17:50 2020,84.096,29.112,68.019,68.129,68.154,70.000,68.083
Thu Jan 30 18:17:51 2020,84.911,29.112,68.031,68.141,68.167,70.000,68.094
Thu Jan 30 18:17:52 2020,85.712,29.112,68.044,68.154,68.178,70.000,68.104
Thu Jan 30 18:17:53 2020,86.527,29.112,68.044,68.154,68.178,70.000,68.104
Thu Jan 30 18:17:54 2020,87.328,29.113,68.058,68.167,68.192,70.000,68.115
Thu Jan 30 18:17:54 2020,88.143,29.113,68.071,68.181,68.201,70.000,68.130
Thu Jan 30 18:17:55 2020,88.944,29.113,68.085,68.194,68.215,70.000,68.130
Thu Jan 30 18:17:56 2020,89.759,29.114,68.085,68.194,68.215,70.000,68.141
Thu Jan 30 18:17:57 2020,90.560,29.115,68.099,68.207,68.226,70.000,68.156
Thu Jan 30 18:17:58 2020,91.375,29.118,68.112,68.221,68.243,70.000,68.172
Thu Jan 30 18:17:58 2020,92.191,29.118,68.112,68.221,68.243,70.000,68.172
Thu Jan 30 18:17:59 2020,92.991,29.120,68.125,68.233,68.250,70.000,68.188
Thu Jan 30 18:18:00 2020,93.807,29.122,68.140,68.247,68.268,70.000,68.198
Thu Jan 30 18:18:01 2020,94.607,29.123,68.153,68.261,68.278,70.000,68.208
Thu Jan 30 18:18:02 2020,95.423,29.123,68.153,68.261,68.278,70.000,68.208
Thu Jan 30 18:18:03 2020,96.223,29.124,68.167,68.273,68.293,70.000,68.219
Thu Jan 30 18:18:03 2020,97.039,29.126,68.182,68.290,68.307,70.000,68.234
Thu Jan 30 18:18:04 2020,97.839,29.126,68.198,68.305,68.307,70.000,68.234
Thu Jan 30 18:18:05 2020,98.655,29.127,68.198,68.305,68.323,70.000,68.250
Thu Jan 30 18:18:06 2020,99.455,29.127,68.212,68.320,68.336,70.000,68.266
Thu Jan 30 18:18:07 2020,100.271,29.128,68.229,68.336,68.354,70.000,68.281
Thu Jan 30 18:18:07 2020,101.071,29.128,68.229,68.336,68.354,70.000,68.281
Thu Jan 30 18:18:08 2020,101.887,29.129,68.246,68.353,68.372,70.000,68.297
Thu Jan 30 18:18:09 2020,102.687,29.130,68.262,68.370,68.382,70.000,68.312
Thu Jan 30 18:18:10 2020,103.503,29.130,68.281,68.386,68.406,70.000,68.328
Thu Jan 30 18:18:11 2020,104.318,29.130,68.281,68.386,68.406,70.000,68.328
Thu Jan 30 18:18:11 2020,105.119,29.131,68.298,68.405,68.421,70.000,68.344
Thu Jan 30 18:18:12 2020,105.934,29.132,68.317,68.423,68.442,70.000,68.365
Thu Jan 30 18:18:13 2020,106.735,29.132,68.334,68.423,68.442,70.000,68.365
Thu Jan 30 18:18:14 2020,107.550,29.131,68.334,68.441,68.455,70.000,68.391
Thu Jan 30 18:18:15 2020,108.351,29.130,68.351,68.459,68.474,70.000,68.406
Thu Jan 30 18:18:15 2020,109.167,29.129,68.369,68.477,68.492,70.000,68.422
Thu Jan 30 18:18:16 2020,109.967,29.129,68.369,68.477,68.492,70.000,68.422
Thu Jan 30 18:18:17 2020,110.783,29.126,68.387,68.496,68.505,70.000,68.438
Thu Jan 30 18:18:18 2020,111.583,29.125,68.405,68.513,68.526,70.000,68.453
Thu Jan 30 18:18:19 2020,112.399,29.124,68.423,68.531,68.544,70.000,68.469
Thu Jan 30 18:18:19 2020,113.199,29.124,68.423,68.531,68.544,70.000,68.469
Thu Jan 30 18:18:20 2020,114.014,29.123,68.442,68.552,68.567,70.000,68.490
Thu Jan 30 18:18:21 2020,114.831,29.121,68.464,68.570,68.583,70.000,68.516
Thu Jan 30 18:18:22 2020,115.631,29.121,68.464,68.570,68.583,70.000,68.516
Thu Jan 30 18:18:23 2020,116.447,29.124,68.482,68.590,68.603,70.000,68.531
Thu Jan 30 18:18:24 2020,117.248,29.124,68.501,68.610,68.623,70.000,68.547
Thu Jan 30 18:18:24 2020,118.063,29.126,68.520,68.630,68.639,70.000,68.573
Thu Jan 30 18:18:25 2020,118.863,29.126,68.520,68.630,68.639,70.000,68.573
Thu Jan 30 18:18:26 2020,119.679,29.130,68.541,68.649,68.661,70.000,68.589
Thu Jan 30 18:18:27 2020,120.479,29.130,68.562,68.670,68.680,70.000,68.609
Thu Jan 30 18:18:28 2020,121.295,29.133,68.581,68.689,68.699,70.000,68.620
Thu Jan 30 18:18:28 2020,122.095,29.133,68.581,68.689,68.699,70.000,68.625
Thu Jan 30 18:18:29 2020,122.911,29.134,68.601,68.712,68.721,70.000,68.651
Thu Jan 30 18:18:30 2020,123.711,29.138,68.623,68.732,68.744,70.000,68.672
Thu Jan 30 18:18:31 2020,124.527,29.138,68.623,68.732,68.744,70.000,68.672
Thu Jan 30 18:18:32 2020,125.343,29.141,68.643,68.753,68.765,70.000,68.688
Thu Jan 30 18:18:32 2020,126.143,29.142,68.663,68.774,68.781,70.000,68.714
Thu Jan 30 18:18:33 2020,126.959,29.146,68.684,68.793,68.802,70.000,68.729
Thu Jan 30 18:18:34 2020,127.759,29.146,68.684,68.793,68.802,70.000,68.729
Thu Jan 30 18:18:35 2020,128.575,29.150,68.704,68.815,68.827,70.000,68.750
Thu Jan 30 18:18:36 2020,129.375,29.151,68.725,68.834,68.841,70.000,68.776
Thu Jan 30 18:18:36 2020,130.191,29.153,68.745,68.854,68.866,70.000,68.786
Thu Jan 30 18:18:37 2020,130.991,29.153,68.745,68.854,68.866,70.000,68.792
Thu Jan 30 18:18:38 2020,131.807,29.151,68.765,68.877,68.884,70.000,68.812
Thu Jan 30 18:18:39 2020,132.607,29.147,68.786,68.898,68.907,70.000,68.833
Thu Jan 30 18:18:40 2020,133.423,29.147,68.786,68.898,68.907,70.000,68.833
Thu Jan 30 18:18:41 2020,134.223,29.146,68.807,68.917,68.924,70.000,68.859
Thu Jan 30 18:18:41 2020,135.039,29.142,68.826,68.939,68.945,70.000,68.875
Thu Jan 30 18:18:42 2020,135.855,29.140,68.846,68.959,68.969,70.000,68.896
Thu Jan 30 18:18:43 2020,136.655,29.140,68.846,68.959,68.969,70.000,68.896
Thu Jan 30 18:18:44 2020,137.470,29.137,68.866,68.978,68.985,70.000,68.922
Thu Jan 30 18:18:45 2020,138.271,29.134,68.886,68.999,69.006,70.000,68.938
Thu Jan 30 18:18:45 2020,139.087,29.133,68.906,69.020,69.028,70.000,68.948
Thu Jan 30 18:18:46 2020,139.887,29.133,68.906,69.020,69.028,70.000,68.953
Thu Jan 30 18:18:47 2020,140.703,29.131,68.927,69.041,69.049,70.000,68.974
Thu Jan 30 18:18:48 2020,141.503,29.130,68.949,69.061,69.067,70.000,69.000
Thu Jan 30 18:18:49 2020,142.319,29.130,68.949,69.061,69.067,70.000,69.000
Thu Jan 30 18:18:49 2020,143.119,29.130,68.967,69.081,69.087,70.000,69.016
Thu Jan 30 18:18:50 2020,143.935,29.131,68.987,69.101,69.109,70.000,69.036
Thu Jan 30 18:18:51 2020,144.735,29.130,69.007,69.120,69.125,70.000,69.057
Thu Jan 30 18:18:52 2020,145.551,29.130,69.007,69.120,69.125,70.000,69.057
Thu Jan 30 18:18:53 2020,146.351,29.132,69.025,69.139,69.147,70.000,69.078
Thu Jan 30 18:18:53 2020,147.167,29.133,69.044,69.158,69.166,70.000,69.094
Thu Jan 30 18:18:54 2020,147.983,29.133,69.062,69.177,69.180,70.000,69.109
Thu Jan 30 18:18:55 2020,148.783,29.133,69.062,69.177,69.180,70.000,69.115
Thu Jan 30 18:18:56 2020,149.599,29.135,69.079,69.196,69.201,70.000,69.130
Thu Jan 30 18:18:57 2020,150.399,29.133,69.101,69.214,69.220,70.000,69.151
Thu Jan 30 18:18:58 2020,151.215,29.133,69.101,69.214,69.220,70.000,69.151
Thu Jan 30 18:18:58 2020,152.014,29.137,69.117,69.232,69.237,70.000,69.172
Thu Jan 30 18:18:59 2020,152.831,29.138,69.135,69.250,69.254,70.000,69.188
Thu Jan 30 18:19:00 2020,153.630,29.137,69.153,69.269,69.272,70.000,69.208
Thu Jan 30 18:19:01 2020,154.447,29.137,69.153,69.269,69.272,70.000,69.208
Thu Jan 30 18:19:02 2020,155.247,29.137,69.170,69.286,69.289,70.000,69.224
Thu Jan 30 18:19:02 2020,156.063,29.140,69.189,69.303,69.309,70.000,69.240
Thu Jan 30 18:19:03 2020,156.862,29.140,69.205,69.320,69.326,70.000,69.250
Thu Jan 30 18:19:04 2020,157.679,29.140,69.205,69.320,69.326,70.000,69.260
Thu Jan 30 18:19:05 2020,158.494,29.139,69.223,69.339,69.345,70.000,69.276
Thu Jan 30 18:19:06 2020,159.295,29.140,69.241,69.357,69.359,70.000,69.297
Thu Jan 30 18:19:06 2020,160.110,29.140,69.241,69.357,69.359,70.000,69.297
Thu Jan 30 18:19:07 2020,160.911,29.139,69.258,69.374,69.378,70.000,69.307
Thu Jan 30 18:19:08 2020,161.726,29.137,69.274,69.390,69.393,70.000,69.328
Thu Jan 30 18:19:09 2020,162.527,29.136,69.290,69.406,69.409,70.000,69.344
Thu Jan 30 18:19:10 2020,163.342,29.136,69.290,69.406,69.409,70.000,69.344
Thu Jan 30 18:19:10 2020,164.143,29.134,69.305,69.421,69.424,70.000,69.359
Thu Jan 30 18:19:11 2020,164.958,29.133,69.319,69.437,69.439,70.000,69.375
Thu Jan 30 18:19:12 2020,165.759,29.130,69.335,69.451,69.455,70.000,69.380
Thu Jan 30 18:19:13 2020,166.574,29.130,69.335,69.451,69.455,70.000,69.391
Thu Jan 30 18:19:14 2020,167.375,29.132,69.349,69.469,69.471,70.000,69.406
Thu Jan 30 18:19:14 2020,168.190,29.131,69.366,69.482,69.484,70.000,69.427
Thu Jan 30 18:19:15 2020,169.006,29.131,69.366,69.482,69.484,70.000,69.427
Thu Jan 30 18:19:16 2020,169.806,29.137,69.379,69.497,69.496,70.000,69.432
Thu Jan 30 18:19:17 2020,170.622,29.141,69.393,69.511,69.516,70.000,69.448
Thu Jan 30 18:19:18 2020,171.422,29.142,69.408,69.525,69.527,70.000,69.469
Thu Jan 30 18:19:19 2020,172.238,29.142,69.408,69.525,69.527,70.000,69.469
Thu Jan 30 18:19:19 2020,173.038,29.139,69.422,69.539,69.629,70.000,69.479
Thu Jan 30 18:19:20 2020,173.854,29.137,69.436,69.554,69.558,70.000,69.526
Thu Jan 30 18:19:21 2020,174.654,29.134,69.449,69.569,69.570,70.000,69.526
Thu Jan 30 18:19:22 2020,175.470,29.134,69.449,69.569,69.570,70.000,69.505
Thu Jan 30 18:19:23 2020,176.270,29.133,69.463,69.582,69.582,70.000,69.521
Thu Jan 30 18:19:23 2020,177.086,29.130,69.476,69.595,69.595,70.000,69.536
Thu Jan 30 18:19:24 2020,177.886,29.130,69.476,69.595,69.595,70.000,69.536
Thu Jan 30 18:19:25 2020,178.702,29.129,69.488,69.606,69.609,70.000,69.552
Thu Jan 30 18:19:26 2020,179.518,29.130,69.501,69.618,69.617,70.000,69.557
Thu Jan 30 18:19:27 2020,180.319,29.132,69.512,69.632,69.581,70.000,69.573
Thu Jan 30 18:19:27 2020,181.134,29.132,69.512,69.632,69.581,70.000,69.573
Thu Jan 30 18:19:28 2020,181.935,29.134,69.523,69.642,69.641,70.000,69.568
Thu Jan 30 18:19:29 2020,182.750,29.135,69.535,69.652,69.658,70.000,69.599
Thu Jan 30 18:19:30 2020,183.551,29.135,69.548,69.666,69.658,70.000,69.599
Thu Jan 30 18:19:31 2020,184.366,29.137,69.548,69.666,69.667,70.000,69.609
Thu Jan 30 18:19:31 2020,185.167,29.137,69.559,69.677,69.681,70.000,69.620
Thu Jan 30 18:19:32 2020,185.982,29.138,69.569,69.689,69.688,70.000,69.630
Thu Jan 30 18:19:33 2020,186.783,29.138,69.569,69.689,69.688,70.000,69.630
Thu Jan 30 18:19:34 2020,187.598,29.139,69.579,69.698,69.700,70.000,69.646
Thu Jan 30 18:19:35 2020,188.398,29.139,69.592,69.710,69.710,70.000,69.651
Thu Jan 30 18:19:36 2020,189.214,29.140,69.602,69.720,69.720,70.000,69.661
Thu Jan 30 18:19:36 2020,190.014,29.140,69.602,69.720,69.720,70.000,69.661
Thu Jan 30 18:19:37 2020,190.830,29.138,69.613,69.732,69.729,70.000,69.677
Thu Jan 30 18:19:38 2020,191.646,29.134,69.625,69.743,69.683,70.000,69.682
Thu Jan 30 18:19:39 2020,192.446,29.134,69.625,69.743,69.683,70.000,69.682
Thu Jan 30 18:19:40 2020,193.262,29.133,69.633,69.751,69.753,70.000,69.677
Thu Jan 30 18:19:40 2020,194.062,29.131,69.642,69.761,69.759,70.000,69.708
Thu Jan 30 18:19:41 2020,194.878,29.127,69.651,69.770,69.773,70.000,69.714
Thu Jan 30 18:19:42 2020,195.678,29.127,69.651,69.770,69.773,70.000,69.714
Thu Jan 30 18:19:43 2020,196.494,29.125,69.659,69.778,69.777,70.000,69.724
Thu Jan 30 18:19:44 2020,197.294,29.124,69.670,69.788,69.787,70.000,69.729
Thu Jan 30 18:19:44 2020,198.110,29.124,69.677,69.797,69.797,70.000,69.729
Thu Jan 30 18:19:45 2020,198.910,29.124,69.677,69.797,69.797,70.000,69.740
Thu Jan 30 18:19:46 2020,199.726,29.125,69.685,69.805,69.808,70.000,69.755
Thu Jan 30 18:19:47 2020,200.526,29.125,69.694,69.812,69.810,70.000,69.755
Thu Jan 30 18:19:48 2020,201.342,29.125,69.694,69.812,69.810,70.000,69.755
Thu Jan 30 18:19:48 2020,202.157,29.127,69.702,69.820,69.819,70.000,69.760
Thu Jan 30 18:19:49 2020,202.958,29.127,69.709,69.828,69.829,70.000,69.771
Thu Jan 30 18:19:50 2020,203.773,29.127,69.716,69.836,69.834,70.000,69.781
Thu Jan 30 18:19:51 2020,204.574,29.127,69.716,69.836,69.834,70.000,69.781
Thu Jan 30 18:19:52 2020,205.389,29.128,69.725,69.844,69.843,70.000,69.786
Thu Jan 30 18:19:52 2020,206.190,29.127,69.733,69.851,69.850,70.000,69.797
Thu Jan 30 18:19:53 2020,207.005,29.128,69.738,69.858,69.859,70.000,69.797
Thu Jan 30 18:19:54 2020,207.806,29.128,69.738,69.858,69.859,70.000,69.802
Thu Jan 30 18:19:55 2020,208.621,29.128,69.746,69.865,69.863,70.000,69.807
Thu Jan 30 18:19:56 2020,209.422,29.128,69.752,69.871,69.870,70.000,69.818
Thu Jan 30 18:19:57 2020,210.237,29.128,69.752,69.871,69.870,70.000,69.818
Thu Jan 30 18:19:57 2020,211.038,29.127,69.758,69.877,69.877,70.000,69.823
Thu Jan 30 18:19:58 2020,211.853,29.128,69.764,69.883,69.881,70.000,69.833
Thu Jan 30 18:19:59 2020,212.670,29.126,69.769,69.889,69.889,70.000,69.833
Thu Jan 30 18:20:00 2020,213.469,29.126,69.769,69.889,69.889,70.000,69.833
Thu Jan 30 18:20:01 2020,214.286,29.126,69.776,69.894,69.893,70.000,69.839
Thu Jan 30 18:20:01 2020,215.085,29.126,69.782,69.900,69.901,70.000,69.849
Thu Jan 30 18:20:02 2020,215.902,29.127,69.786,69.906,69.904,70.000,69.849
Thu Jan 30 18:20:03 2020,216.701,29.127,69.786,69.906,69.904,70.000,69.854
Thu Jan 30 18:20:04 2020,217.518,29.129,69.791,69.910,69.910,70.000,69.854
Thu Jan 30 18:20:05 2020,218.317,29.131,69.797,69.916,69.916,70.000,69.865
Thu Jan 30 18:20:05 2020,219.134,29.131,69.797,69.916,69.916,70.000,69.865
Thu Jan 30 18:20:06 2020,219.933,29.133,69.802,69.921,69.920,70.000,69.870
Thu Jan 30 18:20:07 2020,220.750,29.135,69.807,69.925,69.927,70.000,69.870
Thu Jan 30 18:20:08 2020,221.549,29.134,69.812,69.931,69.930,70.000,69.880
Thu Jan 30 18:20:09 2020,222.366,29.134,69.812,69.931,69.930,70.000,69.880
Thu Jan 30 18:20:09 2020,223.181,29.136,69.818,69.935,69.936,70.000,69.880
Thu Jan 30 18:20:10 2020,223.982,29.137,69.822,69.940,69.938,70.000,69.885
Thu Jan 30 18:20:11 2020,224.797,29.140,69.827,69.944,69.944,70.000,69.885
Thu Jan 30 18:20:12 2020,225.598,29.140,69.827,69.944,69.944,70.000,69.896
Thu Jan 30 18:20:13 2020,226.413,29.142,69.830,69.949,69.948,70.000,69.896
Thu Jan 30 18:20:14 2020,227.214,29.144,69.834,69.952,69.950,70.000,69.901
Thu Jan 30 18:20:14 2020,228.029,29.144,69.834,69.952,69.950,70.000,69.901
Thu Jan 30 18:20:15 2020,228.830,29.147,69.837,69.955,69.956,70.000,69.901
Thu Jan 30 18:20:16 2020,229.645,29.149,69.842,69.960,69.958,70.000,69.911
Thu Jan 30 18:20:17 2020,230.446,29.150,69.845,69.962,69.962,70.000,69.911
Thu Jan 30 18:20:18 2020,231.261,29.150,69.845,69.962,69.962,70.000,69.911
Thu Jan 30 18:20:18 2020,232.062,29.151,69.849,69.966,69.964,70.000,69.917
Thu Jan 30 18:20:19 2020,232.877,29.151,69.851,69.969,69.970,70.000,69.917
Thu Jan 30 18:20:20 2020,233.678,29.151,69.856,69.973,69.971,70.000,69.917
Thu Jan 30 18:20:21 2020,234.493,29.150,69.856,69.973,69.971,70.000,69.927
Thu Jan 30 18:20:22 2020,235.309,29.150,69.859,69.976,69.976,70.000,69.927
Thu Jan 30 18:20:22 2020,236.109,29.150,69.862,69.979,69.977,70.000,69.927
Thu Jan 30 18:20:23 2020,236.925,29.150,69.862,69.979,69.977,70.000,69.927
Thu Jan 30 18:20:24 2020,237.726,29.151,69.865,69.983,69.982,70.000,69.932
Thu Jan 30 18:20:25 2020,238.541,29.152,69.868,69.986,69.984,70.000,69.932
Thu Jan 30 18:20:26 2020,239.342,29.152,69.871,69.988,69.987,70.000,69.938
Thu Jan 30 18:20:26 2020,240.157,29.152,69.871,69.988,69.987,70.000,69.938
Thu Jan 30 18:20:27 2020,240.958,29.153,69.873,69.990,69.987,70.000,69.943
Thu Jan 30 18:20:28 2020,241.773,29.153,69.875,69.992,69.992,70.000,69.943
Thu Jan 30 18:20:29 2020,242.574,29.153,69.877,69.993,69.992,70.000,69.943
Thu Jan 30 18:20:30 2020,243.389,29.154,69.877,69.993,69.990,70.000,69.948
Thu Jan 30 18:20:30 2020,244.190,29.155,69.878,69.994,69.993,70.000,69.948
