1818,23.29
1818,23.29
1818,23.29
1818,23.29
1818,23.29
1818,23.29
1818,23.3
1818,23.3
1818,23.3
1818,23.3
1818,23.3
1819,23.3
1819,23.31
1818,23.31
1819,23.31
1819,23.31
1818,23.31
1819,23.31
1819,23.32
1819,23.32
1819,23.32
1819,23.32
1819,23.32
1819,23.33
1819,23.33
1819,23.33
1819,23.33
1819,23.34
1819,23.34
1819,23.34
1819,23.34
1819,23.34
1819,23.35
1819,23.35
1820,23.35
1819,23.35
1820,23.36
1819,23.36
1820,23.36
1820,23.36
1820,23.37
1820,23.37
1820,23.37
1820,23.38
1820,23.38
1821,23.38
1820,23.38
1820,23.39
1820,23.39
1821,23.39
1821,23.4
1821,23.4
1821,23.4
1821,23.4
1821,23.41
1821,23.41
1821,23.42
1821,23.42
1821,23.42
1821,23.42
1821,23.43
1821,23.43
1821,23.44
1821,23.44
1820,23.44
1821,23.45
1820,23.45
1821,23.45
1821,23.46
1821,23.46
1821,23.47
1821,23.47
1821,23.47
1821,23.48
1821,23.48
1822,23.49
1821,23.49
1822,23.49
1822,23.5
1822,23.5
1822,23.51
1822,23.51
1822,23.52
1822,23.52
1822,23.53
1822,23.53
1823,23.53
1823,23.54
1823,23.55
1823,23.55
1823,23.56
1823,23.56
1823,23.56
1823,23.57
1823,23.58
1823,23.58
1823,23.59
1823,23.59
1823,23.6
1824,23.6
1824,23.61
1824,23.62
1824,23.62
1824,23.62
1824,23.63
1824,23.64
1824,23.64
1825,23.65
1825,23.66
1825,23.66
1825,23.67
1825,23.67
1825,23.68
1826,23.69
1825,23.69
1825,23.7
1826,23.7
1826,23.71
1826,23.71
1826,23.72
1827,23.73
1827,23.74
1827,23.74
1827,23.75
1827,23.75
1827,23.77
1827,23.77
1828,23.78
1828,23.79
1828,23.79
1828,23.8
1828,23.81
1828,23.82
1829,23.82
1829,23.83
1829,23.84
1829,23.84
1829,23.85
1829,23.86
1830,23.87
1830,23.88
1830,23.89
1830,23.89
1830,23.9
1831,23.91
1830,23.92
1831,23.93
1831,23.94
1832,23.94
1832,23.95
1832,23.96
1832,23.97
1832,23.98
1832,23.99
1832,24.0
1833,24.0
1833,24.01
1833,24.02
1834,24.03
1833,24.04
1834,24.05
1834,24.06
1834,24.07
1834,24.08
1834,24.08
1835,24.1
1835,24.11
1835,24.12
1835,24.13
1836,24.14
1836,24.15
1837,24.16
1836,24.17
1837,24.18
1837,24.19
1837,24.2
1838,24.2
1838,24.22
1838,24.23
1838,24.24
1839,24.25
1838,24.26
1839,24.27
1839,24.28
1839,24.3
1840,24.31
1840,24.32
1840,24.33
1840,24.34
1841,24.35
1841,24.37
1841,24.38
1841,24.39
1842,24.4
1842,24.41
1842,24.42
1843,24.43
1843,24.45
1843,24.46
1844,24.47
1844,24.48
1844,24.49
1845,24.5
1845,24.52
1845,24.53
1845,24.55
1846,24.56
1846,24.57
1846,24.58
1847,24.59
1847,24.61
1847,24.62
1847,24.64
1848,24.65
1848,24.66
1848,24.67
1848,24.69
1849,24.7
1849,24.72
1850,24.73
1850,24.74
1851,24.75
1851,24.78
1851,24.79
1851,24.8
1852,24.81
1852,24.83
1852,24.84
1853,24.85
1853,24.88
1853,24.89
1854,24.9
1854,24.91
1854,24.93
1855,24.94
1855,24.97
1855,24.98
1856,24.99
1856,25.0
1856,25.02
1857,25.03
1857,25.05
1857,25.07
1858,25.09
1858,25.1
1858,25.11
1859,25.13
1859,25.14
1859,25.17
1860,25.18
1860,25.2
1861,25.21
1861,25.23
1862,25.24
1862,25.25
1862,25.28
1863,25.3
1863,25.31
1863,25.33
1864,25.34
1865,25.36
1865,25.39
1865,25.4
1865,25.42
1866,25.43
1866,25.45
1867,25.46
1867,25.49
1868,25.51
1868,25.52
1869,25.54
1868,25.55
1869,25.57
1870,25.58
1870,25.62
1870,25.63
1871,25.65
1871,25.66
1872,25.68
1873,25.7
1872,25.73
1874,25.75
1874,25.76
1874,25.78
1874,25.8
1875,25.81
1875,25.83
1876,25.86
1877,25.88
1877,25.9
1877,25.91
1878,25.93
1879,25.95
1879,25.98
1879,26.0
1880,26.02
1880,26.03
1881,26.05
1881,26.07
1882,26.09
1882,26.12
1883,26.14
1883,26.16
1883,26.18
1884,26.19
1885,26.21
1885,26.23
1885,26.27
1886,26.28
1886,26.3
1887,26.32
1887,26.34
1888,26.36
1888,26.4
1889,26.42
1889,26.43
1890,26.45
1891,26.47
1891,26.49
1891,26.51
1892,26.55
1893,26.57
1893,26.59
1894,26.61
1894,26.63
1894,26.67
1895,26.69
1896,26.71
1896,26.72
1897,26.74
1897,26.77
1898,26.78
1899,26.83
1899,26.85
1899,26.87
1900,26.89
1901,26.91
1901,26.93
1902,26.95
1903,26.99
1903,27.01
1904,27.03
1904,27.05
1905,27.07
1905,27.09
1906,27.14
1907,27.16
1907,27.18
1908,27.2
1908,27.22
1909,27.24
1910,27.26
1910,27.31
1911,27.33
1911,27.35
1912,27.37
1912,27.4
1913,27.42
1914,27.46
1915,27.48
1915,27.51
1916,27.53
1916,27.55
1917,27.57
1918,27.6
1918,27.64
1919,27.67
1919,27.69
1920,27.71
1921,27.73
1921,27.76
1922,27.8
1922,27.83
1923,27.85
1924,27.87
1925,27.9
1925,27.92
1926,27.97
1926,27.99
1927,28.01
1928,28.04
1928,28.06
1929,28.09
1930,28.11
1930,28.16
1931,28.18
1932,28.21
1933,28.23
1933,28.25
1934,28.28
1934,28.33
1935,28.35
1936,28.38
1937,28.4
1937,28.43
1938,28.45
1939,28.48
1939,28.53
1940,28.55
1941,28.58
1942,28.61
1942,28.63
1943,28.66
1944,28.71
1944,28.73
1945,28.76
1946,28.78
1946,28.81
1947,28.84
1948,28.86
1949,28.91
1950,28.94
1950,28.97
1951,28.99
1951,29.02
1952,29.05
1953,29.1
1954,29.13
1954,29.15
1955,29.18
1956,29.21
1956,29.23
1957,29.29
1958,29.31
1959,29.34
1960,29.37
1960,29.4
1961,29.42
1962,29.45
1963,29.51
1963,29.53
1964,29.56
1965,29.59
1966,29.62
1967,29.65
1967,29.7
1968,29.73
1969,29.76
1970,29.79
1971,29.81
1972,29.84
1972,29.87
1973,29.93
1974,29.96
1975,29.99
1975,30.01
1976,30.04
1977,30.07
1978,30.13
1979,30.16
1979,30.19
1980,30.22
1981,30.25
1982,30.28
1983,30.31
1983,30.36
1984,30.39
1985,30.42
1986,30.45
1987,30.48
1987,30.51
1989,30.54
1989,30.6
1991,30.63
1991,30.66
1992,30.69
1993,30.72
1994,30.79
1995,30.81
1996,30.85
1996,30.88
1997,30.91
1998,30.94
1999,30.97
2000,31.03
2000,31.06
2002,31.09
2002,31.12
2003,31.16
2005,31.19
2005,31.25
2006,31.28
2007,31.31
2008,31.34
2008,31.37
2009,31.4
2010,31.43
2011,31.5
2012,31.53
2013,31.56
2014,31.59
2014,31.62
2015,31.65
2016,31.71
2017,31.74
2018,31.77
2018,31.8
2020,31.83
2020,31.86
2021,31.89
2022,31.96
2023,31.99
2024,32.02
2024,32.05
2025,32.08
2026,32.11
2027,32.14
2028,32.2
2029,32.23
2030,32.26
2030,32.29
2031,32.32
2032,32.38
2033,32.41
2034,32.44
2035,32.46
2035,32.49
2036,32.52
2037,32.55
2038,32.61
2039,32.64
2040,32.67
2041,32.7
2041,32.73
2042,32.76
2043,32.82
2044,32.85
2044,32.87
2046,32.9
2047,32.93
2047,32.96
2048,32.99
2048,33.05
2049,33.07
2050,33.1
2051,33.13
2052,33.16
2053,33.19
2053,33.22
2054,33.27
2055,33.3
2056,33.33
2057,33.36
2058,33.39
2058,33.41
2059,33.47
2060,33.5
2060,33.53
2061,33.55
2062,33.58
2063,33.61
2064,33.64
2065,33.69
2065,33.72
2066,33.75
2067,33.77
2068,33.8
2069,33.86
2069,33.89
2070,33.91
2071,33.94
2072,33.97
2073,34.0
2074,34.02
2075,34.05
2076,34.11
2077,34.14
2077,34.16
2079,34.19
2080,34.22
2080,34.25
2081,34.32
2082,34.35
2083,34.38
2084,34.41
2086,34.45
2086,34.48
2087,34.55
2088,34.58
2089,34.62
2091,34.65
2091,34.69
2092,34.72
2093,34.76
2094,34.83
2095,34.87
2096,34.91
2097,34.95
2099,34.98
2099,35.02
2101,35.1
2102,35.14
2103,35.18
2104,35.22
2105,35.26
2106,35.3
2107,35.34
2108,35.41
2109,35.45
2110,35.49
2112,35.53
2112,35.56
2113,35.6
2115,35.67
2115,35.71
2117,35.74
2118,35.78
2119,35.81
2120,35.85
2121,35.89
2122,35.97
2123,36.0
2124,36.04
2125,36.07
2126,36.11
2128,36.14
2129,36.22
2130,36.25
2131,36.29
2131,36.32
2132,36.36
2134,36.39
2135,36.46
2136,36.49
2137,36.53
2138,36.56
2139,36.59
2140,36.62
2141,36.66
2142,36.72
2143,36.76
2144,36.79
2145,36.82
2145,36.86
2146,36.89
2147,36.95
2149,36.99
2150,37.02
2151,37.05
2152,37.08
2153,37.11
2154,37.14
2154,37.2
2155,37.22
2156,37.25
2157,37.28
2158,37.31
2159,37.34
2160,37.39
2161,37.42
2162,37.45
2163,37.48
2164,37.51
2164,37.54
2165,37.57
2166,37.63
2167,37.66
2168,37.68
2169,37.71
2170,37.74
2170,37.76
2172,37.79
2173,37.84
