1929,30.38
1929,30.39
1930,30.4
1929,30.41
1930,30.42
1930,30.43
1930,30.45
1930,30.46
1931,30.47
1932,30.48
1932,30.49
1932,30.5
1932,30.53
1933,30.54
1933,30.55
1933,30.56
1934,30.57
1934,30.58
1935,30.6
1935,30.61
1935,30.62
1935,30.63
1935,30.64
1936,30.65
1936,30.66
1937,30.69
1937,30.7
1937,30.71
1938,30.72
1938,30.73
1939,30.74
1939,30.76
1939,30.78
1939,30.79
1940,30.8
1941,30.81
1941,30.82
1941,30.84
1941,30.86
1942,30.87
1942,30.88
1943,30.9
1943,30.91
1943,30.92
1944,30.95
1944,30.96
1945,30.97
1945,30.98
1946,31.0
1946,31.01
1946,31.02
1947,31.05
1947,31.06
1948,31.08
1948,31.09
1948,31.1
1949,31.12
1949,31.15
1950,31.16
1950,31.18
1950,31.19
1951,31.2
1951,31.22
1952,31.25
1952,31.26
1953,31.27
1953,31.29
1954,31.31
1954,31.32
1954,31.34
1955,31.37
1955,31.38
1956,31.4
1956,31.41
1957,31.43
1957,31.44
1958,31.48
1958,31.49
1959,31.51
1959,31.53
1960,31.54
1960,31.56
1961,31.57
1961,31.61
1962,31.62
1963,31.64
1963,31.66
1963,31.68
1964,31.69
1964,31.73
1965,31.75
1966,31.76
1966,31.78
1967,31.8
1967,31.82
1968,31.84
1968,31.87
1969,31.89
1969,31.91
1970,31.93
1971,31.95
1971,31.96
1972,31.98
1972,32.02
1973,32.04
1973,32.06
1974,32.08
1975,32.1
1975,32.12
1976,32.16
1976,32.18
1977,32.2
1977,32.22
1978,32.24
1979,32.26
1979,32.28
1980,32.32
1981,32.34
1981,32.36
1982,32.38
1983,32.4
1983,32.45
1984,32.47
1984,32.49
1985,32.51
1986,32.53
1987,32.56
1987,32.58
1988,32.62
1988,32.64
1989,32.67
1990,32.69
1990,32.71
1991,32.73
1992,32.75
1992,32.8
1993,32.82
1994,32.85
1995,32.87
1995,32.9
1996,32.92
1997,32.97
1998,32.99
1998,33.01
1999,33.04
1999,33.06
2000,33.09
