1877,23.95
1877,23.95
1877,23.95
1877,23.95
1877,23.95
1877,23.95
1877,23.95
1877,23.95
1876,23.95
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.96
1877,23.97
1877,23.97
1877,23.97
1877,23.97
1877,23.97
1877,23.97
1878,23.97
1877,23.97
1877,23.97
1877,23.97
1878,23.97
1877,23.97
1877,23.97
1877,23.97
1878,23.98
1878,23.98
1877,23.98
1878,23.98
1878,23.98
1877,23.98
1877,23.98
1878,23.98
1878,23.98
1878,23.98
1878,23.98
1877,23.98
1878,23.98
1878,23.98
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1878,23.99
1877,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1878,24.0
1879,24.01
1878,24.01
1878,24.01
1878,24.01
1879,24.01
1879,24.01
1878,24.01
1878,24.01
1878,24.01
1878,24.01
1879,24.01
1878,24.01
1878,24.01
1879,24.01
1878,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1878,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.02
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.03
1879,24.04
1878,24.04
1879,24.04
1879,24.04
1879,24.04
1879,24.04
1879,24.04
1879,24.04
1879,24.04
1879,24.05
1879,24.05
1879,24.05
1879,24.05
1879,24.05
1879,24.05
1879,24.05
1879,24.05
1880,24.06
1880,24.06
1880,24.06
1879,24.06
1880,24.06
1880,24.06
1880,24.06
1880,24.06
1880,24.07
1880,24.07
1880,24.07
1880,24.07
1880,24.08
1880,24.08
1880,24.08
1881,24.08
1880,24.08
1880,24.09
1881,24.09
1881,24.09
1880,24.09
1881,24.1
1881,24.1
1881,24.1
1881,24.1
1881,24.11
1881,24.11
1881,24.11
1881,24.12
1881,24.12
1882,24.12
1882,24.13
1882,24.13
1882,24.13
1882,24.14
1882,24.14
1882,24.14
1882,24.15
1882,24.15
1883,24.16
1883,24.16
1883,24.16
1883,24.17
1883,24.17
1883,24.18
1883,24.18
1883,24.19
1883,24.19
1883,24.19
1884,24.2
1884,24.21
1884,24.21
1884,24.22
1884,24.22
1884,24.22
1885,24.23
1885,24.23
1885,24.24
1885,24.25
1885,24.25
1885,24.26
1885,24.26
1886,24.27
1885,24.28
1886,24.29
1886,24.29
1886,24.3
1887,24.3
1887,24.31
1886,24.31
1887,24.33
1887,24.33
1887,24.34
1887,24.34
1887,24.35
1888,24.36
1887,24.36
1888,24.38
1888,24.38
1888,24.39
1888,24.4
1889,24.4
1889,24.42
1889,24.42
1889,24.43
1890,24.44
1890,24.45
1890,24.45
1890,24.46
1890,24.48
1890,24.48
1891,24.49
1891,24.5
1891,24.51
1891,24.52
1892,24.53
1892,24.54
1892,24.55
1892,24.56
1892,24.57
1893,24.58
1893,24.58
1893,24.6
1894,24.61
1894,24.62
1894,24.63
1894,24.64
1894,24.65
1895,24.66
1895,24.68
1895,24.69
1896,24.7
1896,24.71
1896,24.72
1896,24.73
1897,24.75
1897,24.76
1897,24.77
1898,24.78
1898,24.79
1898,24.81
1899,24.81
1899,24.84
1899,24.85
1899,24.86
1900,24.87
1900,24.88
1901,24.91
1901,24.92
1901,24.93
1902,24.95
1902,24.96
1902,24.97
1903,24.98
1903,25.01
1904,25.02
1904,25.03
1904,25.05
1904,25.06
1905,25.07
1906,25.09
1905,25.11
1906,25.13
1906,25.14
1907,25.15
1907,25.17
1907,25.18
1908,25.21
1908,25.23
1909,25.24
1909,25.25
1909,25.27
1910,25.28
1910,25.3
1911,25.33
1911,25.34
